DatasetName,MonitoringLocationID,MonitoringLocationName,MonitoringLocationLatitude,MonitoringLocationLongitude,MonitoringLocationHorizontalCoordinateReferenceSystem,MonitoringLocationHorizontalAccuracyMeasure,MonitoringLocationHorizontalAccuracyUnit,MonitoringLocationVerticalMeasure,MonitoringLocationVerticalUnit,MonitoringLocationType,ActivityType,ActivityMediaName,ActivityStartDate,ActivityStartTime,ActivityEndDate,ActivityEndTime,ActivityDepthHeightMeasure,ActivityDepthHeightUnit,SampleCollectionEquipmentName,CharacteristicName,MethodSpeciation,ResultSampleFraction,ResultValue,ResultUnit,ResultValueType,ResultDetectionCondition,ResultDetectionQuantitationLimitMeasure,ResultDetectionQuantitationLimitUnit,ResultDetectionQuantitationLimitType,ResultStatusID,ResultComment,ResultAnalyticalMethodID,ResultAnalyticalMethodContext,ResultAnalyticalMethodName,AnalysisStartDate,AnalysisStartTime,AnalysisStartTimeZone,LaboratoryName,LaboratorySampleID
Indian Bay Ecosystem Corporation,IBPB2,Indian Bay Park Bridge 2,49.04575,-53.89338,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2016-03-15,13:33:00,,,,,,Salinity,,,0.01,ppt,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBPB2,Indian Bay Park Bridge 2,49.04575,-53.89338,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2016-03-15,13:33:00,,,,,,Specific conductance,,,21.7,uS/cm,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBPB2,Indian Bay Park Bridge 2,49.04575,-53.89338,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2016-03-15,13:33:00,,,,,,"Temperature, water",,,0.7,deg C,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBPB2,Indian Bay Park Bridge 2,49.04575,-53.89338,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2016-03-15,13:33:00,,,,,,Total dissolved solids,,,14.3,mg/l,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBPB3,Indian Bay Park Bridge 3,49.04597,-53.89329,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2016-03-15,13:35:00,,,,,,Dissolved oxygen (DO),,,16.2,mg/l,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBPB3,Indian Bay Park Bridge 3,49.04597,-53.89329,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2016-03-15,13:35:00,,,,,,Dissolved oxygen saturation,,,113,%,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBPB3,Indian Bay Park Bridge 3,49.04597,-53.89329,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2016-03-15,13:35:00,,,,,,pH,,,5.69,None,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBPB3,Indian Bay Park Bridge 3,49.04597,-53.89329,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2016-03-15,13:35:00,,,,,,Salinity,,,0.01,ppt,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBPB3,Indian Bay Park Bridge 3,49.04597,-53.89329,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2016-03-15,13:35:00,,,,,,Specific conductance,,,21.7,uS/cm,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBPB3,Indian Bay Park Bridge 3,49.04597,-53.89329,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2016-03-15,13:35:00,,,,,,"Temperature, water",,,0.7,deg C,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBPB3,Indian Bay Park Bridge 3,49.04597,-53.89329,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2016-03-15,13:35:00,,,,,,Total dissolved solids,,,14.3,mg/l,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBPB3,Indian Bay Park Bridge 4,49.0474,-53.89354,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2016-03-15,13:47:00,,,,,,Dissolved oxygen (DO),,,16.6,mg/l,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBPB3,Indian Bay Park Bridge 4,49.0474,-53.89354,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2016-03-15,13:47:00,,,,,,Dissolved oxygen saturation,,,117,%,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBPB3,Indian Bay Park Bridge 4,49.0474,-53.89354,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2016-03-15,13:47:00,,,,,,pH,,,5.88,None,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBPB3,Indian Bay Park Bridge 4,49.0474,-53.89354,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2016-03-15,13:47:00,,,,,,Salinity,,,0.01,ppt,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBPB3,Indian Bay Park Bridge 4,49.0474,-53.89354,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2016-03-15,13:47:00,,,,,,Specific conductance,,,21.6,uS/cm,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBPB3,Indian Bay Park Bridge 4,49.0474,-53.89354,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2016-03-15,13:47:00,,,,,,"Temperature, water",,,1,deg C,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBPB3,Indian Bay Park Bridge 4,49.0474,-53.89354,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2016-03-15,13:47:00,,,,,,Total dissolved solids,,,14.3,mg/l,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBPB5,Indian Bay Park Bridge 5,49.0474,-53.89354,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2016-03-15,13:49:00,,,,,,Dissolved oxygen (DO),,,16,mg/l,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBPB5,Indian Bay Park Bridge 5,49.0474,-53.89354,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2016-03-15,13:49:00,,,,,,Dissolved oxygen saturation,,,112,%,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBPB5,Indian Bay Park Bridge 5,49.0474,-53.89354,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2016-03-15,13:49:00,,,,,,pH,,,5.7,None,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBPB5,Indian Bay Park Bridge 5,49.0474,-53.89354,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2016-03-15,13:49:00,,,,,,Salinity,,,0.01,ppt,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBPB5,Indian Bay Park Bridge 5,49.0474,-53.89354,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2016-03-15,13:49:00,,,,,,Specific conductance,,,21.7,uS/cm,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBPB5,Indian Bay Park Bridge 5,49.0474,-53.89354,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2016-03-15,13:49:00,,,,,,"Temperature, water",,,1,deg C,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBPB5,Indian Bay Park Bridge 5,49.0474,-53.89354,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2016-03-15,13:49:00,,,,,,Total dissolved solids,,,14.3,mg/l,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,WS,Wareham Spring,49.01661,-53.86382,UNKWN,,,,,Estuary,Field Msr/Obs-Portable Data Logger,Surface Water,2016-04-28,08:51:00,,,,,,Dissolved oxygen (DO),,,15.8,mg/l,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,WS,Wareham Spring,49.01661,-53.86382,UNKWN,,,,,Estuary,Field Msr/Obs-Portable Data Logger,Surface Water,2016-04-28,08:51:00,,,,,,Dissolved oxygen saturation,,,116,%,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,WS,Wareham Spring,49.01661,-53.86382,UNKWN,,,,,Estuary,Field Msr/Obs-Portable Data Logger,Surface Water,2016-04-28,08:51:00,,,,,,pH,,,4.85,None,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,WS,Wareham Spring,49.01661,-53.86382,UNKWN,,,,,Estuary,Field Msr/Obs-Portable Data Logger,Surface Water,2016-04-28,08:51:00,,,,,,Salinity,,,0.01,ppt,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,WS,Wareham Spring,49.01661,-53.86382,UNKWN,,,,,Estuary,Field Msr/Obs-Portable Data Logger,Surface Water,2016-04-28,08:51:00,,,,,,Specific conductance,,,24.8,uS/cm,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,WS,Wareham Spring,49.01661,-53.86382,UNKWN,,,,,Estuary,Field Msr/Obs-Portable Data Logger,Surface Water,2016-04-28,08:51:00,,,,,,"Temperature, water",,,2.5,deg C,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,WS,Wareham Spring,49.01661,-53.86382,UNKWN,,,,,Estuary,Field Msr/Obs-Portable Data Logger,Surface Water,2016-04-28,08:51:00,,,,,,Total dissolved solids,,,16.3,mg/l,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBS,Indian Bay Spring,49.03091,-53.87215,UNKWN,,,,,Estuary,Field Msr/Obs-Portable Data Logger,Surface Water,2016-04-28,09:03:00,,,,,,Dissolved oxygen (DO),,,12.8,mg/l,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBS,Indian Bay Spring,49.03091,-53.87215,UNKWN,,,,,Estuary,Field Msr/Obs-Portable Data Logger,Surface Water,2016-04-28,09:03:00,,,,,,Dissolved oxygen saturation,,,99,%,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBS,Indian Bay Spring,49.03091,-53.87215,UNKWN,,,,,Estuary,Field Msr/Obs-Portable Data Logger,Surface Water,2016-04-28,09:03:00,,,,,,pH,,,4.81,None,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBS,Indian Bay Spring,49.03091,-53.87215,UNKWN,,,,,Estuary,Field Msr/Obs-Portable Data Logger,Surface Water,2016-04-28,09:03:00,,,,,,Salinity,,,0.01,ppt,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBS,Indian Bay Spring,49.03091,-53.87215,UNKWN,,,,,Estuary,Field Msr/Obs-Portable Data Logger,Surface Water,2016-04-28,09:03:00,,,,,,Specific conductance,,,30.6,uS/cm,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBS,Indian Bay Spring,49.03091,-53.87215,UNKWN,,,,,Estuary,Field Msr/Obs-Portable Data Logger,Surface Water,2016-04-28,09:03:00,,,,,,"Temperature, water",,,4.5,deg C,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBS,Indian Bay Spring,49.03091,-53.87215,UNKWN,,,,,Estuary,Field Msr/Obs-Portable Data Logger,Surface Water,2016-04-28,09:03:00,,,,,,Total dissolved solids,,,20.1,mg/l,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,NWB2,Northwest Brook 2,49.0698,-53.83659,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2016-04-28,09:18:00,,,,,,Dissolved oxygen (DO),,,14.5,mg/l,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,NWB2,Northwest Brook 2,49.0698,-53.83659,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2016-04-28,09:18:00,,,,,,Dissolved oxygen saturation,,,111,%,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,NWB2,Northwest Brook 2,49.0698,-53.83659,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2016-04-28,09:18:00,,,,,,pH,,,5.35,None,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,NWB2,Northwest Brook 2,49.0698,-53.83659,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2016-04-28,09:18:00,,,,,,Salinity,,,0.01,ppt,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,NWB2,Northwest Brook 2,49.0698,-53.83659,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2016-04-28,09:18:00,,,,,,Specific conductance,,,20.3,uS/cm,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,NWB2,Northwest Brook 2,49.0698,-53.83659,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2016-04-28,09:18:00,,,,,,"Temperature, water",,,4,deg C,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,NWB2,Northwest Brook 2,49.0698,-53.83659,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2016-04-28,09:18:00,,,,,,Total dissolved solids,,,13,mg/l,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,NWB3,Northwest Brook 3,49.06973,-53.83646,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2016-04-28,09:23:00,,,,,,Dissolved oxygen (DO),,,14.3,mg/l,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,NWB3,Northwest Brook 3,49.06973,-53.83646,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2016-04-28,09:23:00,,,,,,Dissolved oxygen saturation,,,109,%,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,NWB3,Northwest Brook 3,49.06973,-53.83646,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2016-04-28,09:23:00,,,,,,pH,,,4.83,None,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,NWB3,Northwest Brook 3,49.06973,-53.83646,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2016-04-28,09:23:00,,,,,,Salinity,,,0.01,ppt,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,NWB3,Northwest Brook 3,49.06973,-53.83646,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2016-04-28,09:23:00,,,,,,Specific conductance,,,20.2,uS/cm,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,NWB3,Northwest Brook 3,49.06973,-53.83646,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2016-04-28,09:23:00,,,,,,"Temperature, water",,,4,deg C,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,NWB3,Northwest Brook 3,49.06973,-53.83646,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2016-04-28,09:23:00,,,,,,Total dissolved solids,,,13,mg/l,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,NWB1,Northwest Brook 1,49.0698,-53.83659,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2016-04-28,09:27:00,,,,,,Dissolved oxygen (DO),,,14.3,mg/l,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,NWB1,Northwest Brook 1,49.0698,-53.83659,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2016-04-28,09:27:00,,,,,,Dissolved oxygen saturation,,,109,%,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,NWB1,Northwest Brook 1,49.0698,-53.83659,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2016-04-28,09:27:00,,,,,,pH,,,5.27,None,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,NWB1,Northwest Brook 1,49.0698,-53.83659,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2016-04-28,09:27:00,,,,,,Salinity,,,0.01,ppt,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,NWB1,Northwest Brook 1,49.0698,-53.83659,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2016-04-28,09:27:00,,,,,,Specific conductance,,,20.2,uS/cm,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,NWB1,Northwest Brook 1,49.0698,-53.83659,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2016-04-28,09:27:00,,,,,,"Temperature, water",,,4,deg C,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,NWB1,Northwest Brook 1,49.0698,-53.83659,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2016-04-28,09:27:00,,,,,,Total dissolved solids,,,13,mg/l,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBPB1,Indian Bay Park Bridge 1,49.04447,-53.88603,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2016-04-28,10:27:00,,,,,,Dissolved oxygen (DO),,,11.6,mg/l,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBPB1,Indian Bay Park Bridge 1,49.04447,-53.88603,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2016-04-28,10:27:00,,,,,,Dissolved oxygen saturation,,,85,%,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBPB1,Indian Bay Park Bridge 1,49.04447,-53.88603,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2016-04-28,10:27:00,,,,,,pH,,,5.41,None,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBPB1,Indian Bay Park Bridge 1,49.04447,-53.88603,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2016-04-28,10:27:00,,,,,,Salinity,,,0.01,ppt,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBPB1,Indian Bay Park Bridge 1,49.04447,-53.88603,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2016-04-28,10:27:00,,,,,,Specific conductance,,,21.2,uS/cm,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBPB1,Indian Bay Park Bridge 1,49.04447,-53.88603,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2016-04-28,10:27:00,,,,,,"Temperature, water",,,2.8,deg C,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBPB1,Indian Bay Park Bridge 1,49.04447,-53.88603,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2016-04-28,10:27:00,,,,,,Total dissolved solids,,,13.6,mg/l,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBPB3,Indian Bay Park Bridge 3,49.04597,-53.89329,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2016-04-28,10:45:00,,,,,,Dissolved oxygen (DO),,,14.3,mg/l,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBPB3,Indian Bay Park Bridge 3,49.04597,-53.89329,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2016-04-28,10:45:00,,,,,,Dissolved oxygen saturation,,,112,%,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBPB3,Indian Bay Park Bridge 3,49.04597,-53.89329,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2016-04-28,10:45:00,,,,,,pH,,,5.34,None,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBPB3,Indian Bay Park Bridge 3,49.04597,-53.89329,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2016-04-28,10:45:00,,,,,,Salinity,,,0.01,ppt,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBPB3,Indian Bay Park Bridge 3,49.04597,-53.89329,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2016-04-28,10:45:00,,,,,,Specific conductance,,,19.4,uS/cm,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBPB3,Indian Bay Park Bridge 3,49.04597,-53.89329,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2016-04-28,10:45:00,,,,,,"Temperature, water",,,4.8,deg C,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBPB3,Indian Bay Park Bridge 3,49.04597,-53.89329,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2016-04-28,10:45:00,,,,,,Total dissolved solids,,,12.3,mg/l,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,NC1,Number 22 Culvert 1,49.09318,-53.93754,UNKWN,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2016-04-28,12:53:00,,,,,,Dissolved oxygen (DO),,,13.9,mg/l,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,NC1,Number 22 Culvert 1,49.09318,-53.93754,UNKWN,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2016-04-28,12:53:00,,,,,,Dissolved oxygen saturation,,,107,%,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,NC1,Number 22 Culvert 1,49.09318,-53.93754,UNKWN,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2016-04-28,12:53:00,,,,,,pH,,,5.23,None,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,NC1,Number 22 Culvert 1,49.09318,-53.93754,UNKWN,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2016-04-28,12:53:00,,,,,,Salinity,,,0.01,ppt,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,NC1,Number 22 Culvert 1,49.09318,-53.93754,UNKWN,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2016-04-28,12:53:00,,,,,,Specific conductance,,,19.8,uS/cm,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,NC1,Number 22 Culvert 1,49.09318,-53.93754,UNKWN,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2016-04-28,12:53:00,,,,,,"Temperature, water",,,4.1,deg C,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,NC1,Number 22 Culvert 1,49.09318,-53.93754,UNKWN,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2016-04-28,12:53:00,,,,,,Total dissolved solids,,,13,mg/l,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,NC2,Number 22 Culvert 2,49.09313,-53.93762,UNKWN,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2016-04-28,12:56:00,,,,,,Dissolved oxygen (DO),,,13.9,mg/l,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,NC2,Number 22 Culvert 2,49.09313,-53.93762,UNKWN,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2016-04-28,12:56:00,,,,,,Dissolved oxygen saturation,,,106,%,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,NC2,Number 22 Culvert 2,49.09313,-53.93762,UNKWN,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2016-04-28,12:56:00,,,,,,pH,,,5.16,None,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,NC2,Number 22 Culvert 2,49.09313,-53.93762,UNKWN,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2016-04-28,12:56:00,,,,,,Salinity,,,0.01,ppt,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,NC2,Number 22 Culvert 2,49.09313,-53.93762,UNKWN,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2016-04-28,12:56:00,,,,,,Specific conductance,,,19.7,uS/cm,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,NC2,Number 22 Culvert 2,49.09313,-53.93762,UNKWN,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2016-04-28,12:56:00,,,,,,"Temperature, water",,,4.2,deg C,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,NC2,Number 22 Culvert 2,49.09313,-53.93762,UNKWN,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2016-04-28,12:56:00,,,,,,Total dissolved solids,,,13,mg/l,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBPB2,Indian Bay Park Bridge 2,49.04575,-53.89338,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2016-04-28,22:48:00,,,,,,Dissolved oxygen (DO),,,14,mg/l,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBPB2,Indian Bay Park Bridge 2,49.04575,-53.89338,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2016-04-28,22:48:00,,,,,,Dissolved oxygen saturation,,,109,%,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBPB2,Indian Bay Park Bridge 2,49.04575,-53.89338,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2016-04-28,22:48:00,,,,,,pH,,,5.32,None,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBPB2,Indian Bay Park Bridge 2,49.04575,-53.89338,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2016-04-28,22:48:00,,,,,,Salinity,,,0.01,ppt,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBPB2,Indian Bay Park Bridge 2,49.04575,-53.89338,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2016-04-28,22:48:00,,,,,,Specific conductance,,,19.4,uS/cm,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBPB2,Indian Bay Park Bridge 2,49.04575,-53.89338,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2016-04-28,22:48:00,,,,,,"Temperature, water",,,4.8,deg C,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBPB2,Indian Bay Park Bridge 2,49.04575,-53.89338,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2016-04-28,22:48:00,,,,,,Total dissolved solids,,,12.3,mg/l,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBPB1,Indian Bay Park Bridge 1,49.04447,-53.88603,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2016-06-27,11:46:00,,,,,,Dissolved oxygen (DO),,,8.6,mg/l,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBPB1,Indian Bay Park Bridge 1,49.04447,-53.88603,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2016-06-27,11:46:00,,,,,,Dissolved oxygen saturation,,,92,%,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBPB1,Indian Bay Park Bridge 1,49.04447,-53.88603,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2016-06-27,11:46:00,,,,,,pH,,,5.54,None,,,,,,,,,,,,,,,
